,TimeToExp,UnderlyingPrice,TargetPrice,OpenInterest,Delta,Gamma,Theta,Vega,BSAprox
0,850.0,122.12,43.0,364.0,0.3459917541986965,0.1442979592101793,-3.575621610612817,2.5228416030125413,31.5
1,311.0,186.19,29.31,514.0,0.1671154868113737,0.0567835847379432,-2.531810676715999,6.822074575280123,24.655
2,629.0,52.52,69.69,65.0,0.3762685079822161,0.2725577015305315,-7.814966539414652,5.852911750785504,0.0
3,469.0,144.8,37.75,58.0,0.0095745626604524,0.0175164278666281,-1.451383236764837,1.6049013444140203,0.0
4,0.0,187.07,29.12,91.0,0.4415064323864964,0.1383253822527885,-8.777275749126275,5.934997962500717,118.97
5,70.0,152.7,36.0,7.0,0.0394094088229893,0.0225306455771604,-11.223984018582188,3.352465869306116,118.97
6,526.0,195.91,27.69,246.0,0.3637552338964149,0.0137420936333792,-0.3951541291404939,0.3701959228500834,118.97
7,416.0,81.87,55.69,32.0,0.0907236619018714,0.1597206096322959,-18.61489299761006,3.909677759628523,0.0
8,441.0,82.55,55.31,332.0,0.1102359314311096,0.068668558449976,-0.9454451807002112,0.0891369456054265,0.0
9,392.0,177.21,30.98,215.0,0.5729147100823145,0.0334297593779753,-11.675389769221187,0.1882632064143905,0.0
10,933.0,199.9,26.98,956.0,0.1711094405153221,0.0246592535609354,-6.581587662379616,6.325629723630033,0.0
11,1013.0,173.41,31.75,65.0,0.3165994829633227,0.0500335681477056,-9.56365091584849,5.021299164608728,0.0
12,166.0,69.66,60.66,171.0,0.0962863624812636,0.106918000360829,-14.74259479880472,9.192327813632696,0.0
13,560.0,112.12,45.66,67.0,0.4718051386439514,0.0986180214122641,-2.658681851965447,6.456225561045291,0.0
14,96.0,118.27,44.03,421.0,0.1455938398070401,0.0877457735848555,-10.605209308792986,7.06562611213332,0.0
15,264.0,192.55,28.22,13.0,0.1638339355157235,0.3360400066067973,-6.851540149273886,1.8980969955339144,0.0
16,423.0,160.78,34.34,28.0,0.1394202090133239,0.040318640873275,-3.435929707403874,0.840495868734608,0.0
17,557.0,87.78,53.47,211.0,0.5266401173196691,0.041173010434204,-6.395818170420026,7.649634890140003,0.0
18,531.0,71.72,59.78,649.0,0.3804522451938499,0.0169099909729885,-11.73496534825403,12.083541729715789,0.0
19,1064.0,151.68,36.06,347.0,0.5149791280951523,0.0074170224711809,-0.7494945638534403,1.373685148002014,0.0
20,278.0,143.54,37.97,273.0,0.0932578029885872,0.0233881632620216,-1.8991213941682068,8.076036567174238,0.0
21,1086.0,164.75,27.2,634.0,0.2421420600107444,0.1841704692195986,-0.8186423241478991,1.7610433216586765,0.0
22,1066.0,153.96,35.56,234.0,0.02931888492908,0.1120858532632767,-3.241221579468613,21.98310758500644,0.0
23,405.0,63.0,64.06,529.0,0.2180367946012133,0.0190344606600895,-1.4448557619478717,3.115705613047851,0.0
24,594.0,167.12,32.94,37.0,0.4990692302533006,0.0288631420353664,-12.806395638422432,0.0527021539725801,0.0
25,1073.0,163.48,33.03,241.0,0.0785991727090316,0.0899426168821986,-0.8424407268647708,5.233218467420268,0.0
26,92.0,156.8,35.16,106.0,0.027671535282579,0.5443644892159589,-27.835441757360368,1.5201973245491935,0.0
27,268.0,173.22,31.75,328.0,0.4101498733994183,0.055400633132211,-21.823834677939026,10.953559473891904,0.0
28,583.0,91.83,52.09,78.0,0.5362843470210932,0.2685411422217354,-2.990896714550449,22.16889762578652,0.0
29,667.0,106.61,47.38,24.0,0.1937358426164898,0.0965296439599331,-1.2000596555733667,4.354525958359075,0.0
30,786.0,102.67,48.56,165.0,0.3938155575047843,0.0191008439156032,-1.6908812594413871,0.9723424436755036,0.0
31,913.0,43.29,77.0,151.0,0.1624867119123735,0.0111153993909666,-12.300905101446649,19.248973829005934,0.0
32,509.0,155.04,35.38,120.0,0.3821499237506065,0.2036515830081776,-8.523602292998255,2.1775400201121937,0.0
33,325.0,174.11,31.56,70.0,0.2319541240500883,0.3099512688014118,-5.368142841999481,10.451888851740264,0.0
34,342.0,131.03,40.75,129.0,0.0754488451709738,0.0243967706632773,-11.066177108802716,6.165787770001433,0.0
35,873.0,133.47,40.28,196.0,0.4072756272361997,0.183119638171583,-3.6214197209470846,0.5752869920129623,0.0
36,917.0,155.69,35.38,173.0,0.4335510399928384,0.0030522325683294,-1.951056116415264,1.465114879999004,0.0
37,796.0,160.0,34.34,276.0,0.0717304788029709,0.0449123588345927,-29.84130854479667,0.0904121292564382,0.0
38,770.0,122.47,43.0,60.0,0.3250250688543747,0.0613351249544468,-3.2572865075762136,1.9535933362662985,0.0
39,456.0,198.14,27.16,371.0,0.3157486680053457,0.0705802890840304,-5.424839257185306,14.22643520672085,0.0
40,851.0,94.06,51.09,279.0,0.2420141360535663,0.1056089467714141,-4.618934472720075,20.026973720309176,0.0
41,579.0,187.75,29.12,48.0,0.203557269546504,0.0801700639624973,-7.910075407515784,1.2478260236401757,0.0
42,250.0,194.42,27.86,201.0,0.0374641132005032,0.0133330664676052,-3.509711591127986,2.858585901175724,0.0
43,1026.0,134.76,40.06,43.0,0.0816677457532021,0.1744811254632294,-14.56004914902733,0.6310492020982974,0.0
44,205.0,64.97,63.03,481.0,0.2626640556111581,0.1061761225325484,-4.825520449184699,15.528509125788524,0.0
45,345.0,92.49,51.75,379.0,0.0737697667254551,0.0002571134672376,-13.570643781948256,0.964633511290842,0.0
46,838.0,155.91,35.38,262.0,0.4934960213426596,0.1183091381913948,-5.531270287283378,2.4986905175200533,0.0
47,455.0,163.12,33.72,65.0,0.4852076546765733,0.1192868130087153,-7.513859900694914,8.673810149087156,0.0
48,254.0,170.15,32.34,176.0,0.0419577106484454,0.1680514748760307,-2.976567725514265,11.875761444685002,0.0
49,324.0,127.46,41.75,699.0,0.1185343873153446,0.0829766206614617,-2.487306600091189,15.844868334471672,0.0
50,313.0,177.75,30.98,185.0,0.1010979605792974,0.0413474751909238,-1.1605927823617042,3.5600422841249784,0.0
51,555.0,114.99,45.12,34.0,0.0949274422672134,0.0505561473713795,-6.944778871757382,1.1689200293915174,0.0
52,307.0,168.62,32.72,150.0,0.2455834874335431,0.1654837526735619,-3.7582575415161137,6.9757465895235855,0.0
53,191.0,197.95,27.33,218.0,0.2354546266025497,0.0046188157917171,-1.365863565960482,2.819248069409916,0.0
54,1032.0,165.92,33.31,310.0,0.0154595902222366,0.051200787172069,-4.730752965529982,0.9981682921416244,0.0
55,724.0,134.83,40.06,138.0,0.297830566695583,0.1293509660771983,-0.1893696681137044,5.406509982095181,0.0
56,529.0,94.87,51.09,190.0,0.1022122562749616,0.1187534036841763,-15.261521705972608,11.416658711549122,0.0
57,1072.0,146.46,36.72,133.0,0.0567320561145264,0.2242651166270378,-15.9087402706123,4.905544368160877,0.0
58,422.0,139.15,38.88,94.0,0.0314973656073363,0.0316903869097684,-3.817342706290394,9.64581437282174,0.0
