2024-06-01 21:06:28,203 - root - INFO - N_EPOCH: 100
2024-06-01 21:06:28,203 - root - INFO - LEARNING_RATE: 8e-05
2024-06-01 21:06:28,204 - root - INFO - HIDDEN_LAYER: 28
2024-06-01 21:06:28,204 - root - INFO - HIDDEN_WIDTH: 128
2024-06-01 21:06:28,204 - root - INFO - EXPERIMENT_NAME: exp_put_10_gen
2024-06-01 21:06:28,204 - root - INFO - Model type: AmericanPut_gated3
2024-06-01 21:06:28,824 - root - INFO - train set size: (8000, 9)
2024-06-01 21:06:28,824 - root - INFO - test set size: (2000, 9)
2024-06-01 21:06:28,825 - root - INFO - Initial MSE train: 631.5437, Initial MSE val: 634.0108
2024-06-01 21:06:35,536 - root - INFO - Total number of learnable parameters: 463373
2024-06-01 21:06:38,532 - root - INFO - Optimizer: RMSprop
2024-06-01 21:06:41,143 - root - INFO - Epoch 1, train loss: 295.0234, val loss: 286.1548
2024-06-01 21:06:44,003 - root - INFO - Epoch 2, train loss: 286.9034, val loss: 285.4312
2024-06-01 21:06:46,897 - root - INFO - Epoch 3, train loss: 286.3307, val loss: 283.4039
2024-06-01 21:06:49,484 - root - INFO - Epoch 4, train loss: 286.2578, val loss: 284.5220
2024-06-01 21:06:52,040 - root - INFO - Epoch 5, train loss: 285.3968, val loss: 282.3689
2024-06-01 21:06:54,681 - root - INFO - Epoch 6, train loss: 285.5365, val loss: 283.0901
2024-06-01 21:06:57,212 - root - INFO - Epoch 7, train loss: 285.2634, val loss: 283.3694
2024-06-01 21:06:59,801 - root - INFO - Epoch 8, train loss: 285.0723, val loss: 284.0288
2024-06-01 21:07:02,486 - root - INFO - Epoch 9, train loss: 284.9907, val loss: 283.1813
2024-06-01 21:07:05,048 - root - INFO - Epoch 10, train loss: 285.0622, val loss: 282.8920
2024-06-01 21:07:07,575 - root - INFO - Epoch 11, train loss: 284.9846, val loss: 285.1742
2024-06-01 21:07:10,208 - root - INFO - Epoch 12, train loss: 285.4581, val loss: 282.8478
2024-06-01 21:07:12,767 - root - INFO - Epoch 13, train loss: 285.9731, val loss: 283.3841
2024-06-01 21:07:15,308 - root - INFO - Epoch 14, train loss: 286.4309, val loss: 285.3064
2024-06-01 21:07:17,963 - root - INFO - Epoch 15, train loss: 286.0215, val loss: 283.4021
2024-06-01 21:07:20,497 - root - INFO - Epoch 16, train loss: 285.1101, val loss: 283.3032
2024-06-01 21:07:23,098 - root - INFO - Epoch 17, train loss: 285.1494, val loss: 283.1804
2024-06-01 21:07:25,631 - root - INFO - Epoch 18, train loss: 285.3129, val loss: 283.0604
2024-06-01 21:07:28,179 - root - INFO - Epoch 19, train loss: 285.2124, val loss: 283.3641
2024-06-01 21:07:30,798 - root - INFO - Epoch 20, train loss: 285.2743, val loss: 283.9095
2024-06-01 21:07:33,409 - root - INFO - Epoch 21, train loss: 285.2352, val loss: 282.5707
2024-06-01 21:07:35,931 - root - INFO - Epoch 22, train loss: 284.5178, val loss: 286.5695
2024-06-01 21:07:38,490 - root - INFO - Epoch 23, train loss: 284.9596, val loss: 282.6236
2024-06-01 21:07:41,140 - root - INFO - Epoch 24, train loss: 284.9276, val loss: 283.8942
2024-06-01 21:07:43,721 - root - INFO - Epoch 25, train loss: 285.0425, val loss: 282.5960
2024-06-01 21:07:46,366 - root - INFO - Epoch 26, train loss: 285.0649, val loss: 282.8872
2024-06-01 21:07:48,939 - root - INFO - Epoch 27, train loss: 284.7700, val loss: 283.5741
2024-06-01 21:07:51,568 - root - INFO - Epoch 28, train loss: 284.9903, val loss: 283.0992
2024-06-01 21:07:54,239 - root - INFO - Epoch 29, train loss: 285.0197, val loss: 282.6000
2024-06-01 21:07:56,956 - root - INFO - Epoch 30, train loss: 284.3409, val loss: 282.5538
2024-06-01 21:07:59,654 - root - INFO - Epoch 31, train loss: 284.8075, val loss: 282.6572
2024-06-01 21:08:02,262 - root - INFO - Epoch 32, train loss: 284.3480, val loss: 284.2262
2024-06-01 21:08:04,947 - root - INFO - Epoch 33, train loss: 284.3186, val loss: 283.4200
2024-06-01 21:08:07,599 - root - INFO - Epoch 34, train loss: 284.8992, val loss: 283.2912
2024-06-01 21:08:10,700 - root - INFO - Epoch 35, train loss: 284.6348, val loss: 283.3488
2024-06-01 21:08:13,568 - root - INFO - Epoch 36, train loss: 284.2371, val loss: 283.2226
2024-06-01 21:08:16,354 - root - INFO - Epoch 37, train loss: 284.0766, val loss: 283.1110
2024-06-01 21:08:18,995 - root - INFO - Epoch 38, train loss: 284.2991, val loss: 284.1061
2024-06-01 21:08:21,723 - root - INFO - Epoch 39, train loss: 284.2364, val loss: 283.7720
2024-06-01 21:08:24,695 - root - INFO - Epoch 40, train loss: 284.2254, val loss: 283.1755
2024-06-01 21:08:27,506 - root - INFO - Epoch 41, train loss: 283.8492, val loss: 283.4712
2024-06-01 21:08:30,130 - root - INFO - Epoch 42, train loss: 284.0043, val loss: 283.4213
2024-06-01 21:08:32,746 - root - INFO - Epoch 43, train loss: 284.2996, val loss: 282.6490
